Airbnb ID,Airbnb URL,Revenue Potential,Days Available,Annual Revenue,Occupancy,Daily Rate,Bedrooms
572293753950121506,https://www.airbnb.com/rooms/572293753950121506,138.5k,282,108.3k,65,588.6,
1183933765921101526,https://www.airbnb.com/rooms/1183933765921101526,151.5k,232,108k,62,749.9,
1251542696169935425,https://www.airbnb.com/rooms/1251542696169935425,163.5k,223,107.9k,65,739.4,
751219854137098433,https://www.airbnb.com/rooms/751219854137098433,130.3k,290,107.9k,90,415,
1133818456501368554,https://www.airbnb.com/rooms/1133818456501368554,137.1k,181,107.8k,94,630.7,
1265927640759936264,https://www.airbnb.com/rooms/1265927640759936264,125.5k,262,107.5k,86,475.8,
1269381561145792097,https://www.airbnb.com/rooms/1269381561145792097,124.3k,282,107.5k,47,808,
1049770835020558819,https://www.airbnb.com/rooms/1049770835020558819,156.3k,203,107.4k,78,675.2,1
742780916536396014,https://www.airbnb.com/rooms/742780916536396014,180.3k,190,107.3k,51,1.1k,
1359484764473803133,https://www.airbnb.com/rooms/1359484764473803133,112.3k,222,107.1k,82,591.5,
748115712209055632,https://www.airbnb.com/rooms/748115712209055632,133.3k,301,106.8k,83,427.2,
1019041515921363404,https://www.airbnb.com/rooms/1019041515921363404,151.2k,206,106.6k,94,549.3,
1202796788591907973,https://www.airbnb.com/rooms/1202796788591907973,165.8k,285,106.5k,62,601.5,
1165317640083876478,https://www.airbnb.com/rooms/1165317640083876478,152.6k,224,106.4k,79,597.8,
1269432114935995362,https://www.airbnb.com/rooms/1269432114935995362,140.3k,258,106.3k,93,444.8,
1271761648905918949,https://www.airbnb.com/rooms/1271761648905918949,128.3k,275,106.2k,67,577.2,
592563258322626777,https://www.airbnb.com/rooms/592563258322626777,143.6k,216,106k,82,599.1,
1178780682129482465,https://www.airbnb.com/rooms/1178780682129482465,181.5k,210,106k,76,662.4,
1201525744457853617,https://www.airbnb.com/rooms/1201525744457853617,146.4k,249,105.9k,51,840.8,
1308064015990280837,https://www.airbnb.com/rooms/1308064015990280837,112.8k,254,105.7k,85,489.5,
45982839,https://www.airbnb.com/rooms/45982839,141.3k,253,105.6k,76,547.3,
1262950161274862706,https://www.airbnb.com/rooms/1262950161274862706,163.7k,210,105.6k,86,586.5,
1310057356628479987,https://www.airbnb.com/rooms/1310057356628479987,105.4k,242,105.4k,93,468.5,
1304732294862538511,https://www.airbnb.com/rooms/1304732294862538511,105.2k,210,105.2k,90,556.5,
1086046882711502546,https://www.airbnb.com/rooms/1086046882711502546,134.9k,216,105.2k,85,574.7,
1179183445385468158,https://www.airbnb.com/rooms/1179183445385468158,119.4k,269,104.9k,62,628,
1232468703831335529,https://www.airbnb.com/rooms/1232468703831335529,107.5k,291,104.5k,78,458.2,
1114292052839168867,https://www.airbnb.com/rooms/1114292052839168867,160.2k,240,104.4k,68,640.8,
1233269800623130288,https://www.airbnb.com/rooms/1233269800623130288,104.8k,268,104.3k,75,518.9,
1323854741010489685,https://www.airbnb.com/rooms/1323854741010489685,106.9k,250,104k,55,758.8,2
1051855196401329440,https://www.airbnb.com/rooms/1051855196401329440,126.3k,262,103.7k,70,566.5,
857703156724549189,https://www.airbnb.com/rooms/857703156724549189,132.9k,238,103.4k,83,522.4,
1374416530718234244,https://www.airbnb.com/rooms/1374416530718234244,108.6k,200,103.4k,92,561.7,
925071610734452805,https://www.airbnb.com/rooms/925071610734452805,157.1k,181,103.1k,57,991.8,2
1267269599455233448,https://www.airbnb.com/rooms/1267269599455233448,124.5k,292,102.9k,60,591.2,
1191935695978419335,https://www.airbnb.com/rooms/1191935695978419335,157.3k,221,102.6k,59,788.9,
1004187756455211838,https://www.airbnb.com/rooms/1004187756455211838,149.8k,275,102.4k,72,520,
1414364047656050942,https://www.airbnb.com/rooms/1414364047656050942,102.2k,315,102.3k,71,456.8,
1304964461947838587,https://www.airbnb.com/rooms/1304964461947838587,168.5k,215,102k,54,879.7,
1267813435505698823,https://www.airbnb.com/rooms/1267813435505698823,120.4k,230,102k,44,1k,
800311386168017393,https://www.airbnb.com/rooms/800311386168017393,120.7k,320,101.9k,52,613.9,
1094708226001646328,https://www.airbnb.com/rooms/1094708226001646328,150.4k,224,101.7k,85,532.7,1
1343251344576522706,https://www.airbnb.com/rooms/1343251344576522706,106.1k,242,101.6k,89,472.4,
958536972395139502,https://www.airbnb.com/rooms/958536972395139502,109.9k,268,101.4k,57,667,1
1239541765394292563,https://www.airbnb.com/rooms/1239541765394292563,139k,193,100.3k,80,647.1,
1170811947386085764,https://www.airbnb.com/rooms/1170811947386085764,176.8k,205,100.2k,64,765,
1024440015485714961,https://www.airbnb.com/rooms/1024440015485714961,155.8k,205,100.2k,66,736.8,
1292609205687444108,https://www.airbnb.com/rooms/1292609205687444108,115.9k,229,100.1k,67,650.2,
1033735232233529203,https://www.airbnb.com/rooms/1033735232233529203,161.3k,211,100.1k,45,1.1k,
1317283511099119309,https://www.airbnb.com/rooms/1317283511099119309,101.3k,244,98.6k,75,541.9,
1142533806917128925,https://www.airbnb.com/rooms/1142533806917128925,183.3k,196,98.5k,72,693.7,
614852181576876706,https://www.airbnb.com/rooms/614852181576876706,137.7k,254,97.8k,57,674.4,
1189203473832397635,https://www.airbnb.com/rooms/1189203473832397635,121.5k,238,97.7k,76,539.9,
1094679501518121948,https://www.airbnb.com/rooms/1094679501518121948,137.8k,258,97.3k,83,454.9,
724331066469112122,https://www.airbnb.com/rooms/724331066469112122,137.3k,225,97.2k,72,596.5,
1338878541019436035,https://www.airbnb.com/rooms/1338878541019436035,97k,249,97k,78,500,
1349826080567667550,https://www.airbnb.com/rooms/1349826080567667550,98.5k,226,96.9k,91,470.6,
1350723272182165980,https://www.airbnb.com/rooms/1350723272182165980,96.9k,231,96.5k,87,477.9,
1353464157805011723,https://www.airbnb.com/rooms/1353464157805011723,96.5k,228,96.5k,89,477.8,
1110603013872640503,https://www.airbnb.com/rooms/1110603013872640503,99.9k,225,96.2k,39,1.1k,
1368750419597646796,https://www.airbnb.com/rooms/1368750419597646796,105.9k,199,96.2k,85,565.6,
1091930123245011611,https://www.airbnb.com/rooms/1091930123245011611,130.3k,210,96.1k,72,636.4,
1299901889826635029,https://www.airbnb.com/rooms/1299901889826635029,96.9k,297,96k,77,419.4,
1051141920020111197,https://www.airbnb.com/rooms/1051141920020111197,144.2k,214,95.9k,84,535.9,
1296147837549630785,https://www.airbnb.com/rooms/1296147837549630785,102.2k,292,95.9k,67,489.2,
609922989890732773,https://www.airbnb.com/rooms/609922989890732773,126.5k,221,95.7k,77,563.2,
574211499083981696,https://www.airbnb.com/rooms/574211499083981696,156.9k,189,95.6k,78,646.3,
1254195205817072709,https://www.airbnb.com/rooms/1254195205817072709,119.9k,267,95.6k,70,513.8,
1298465939349554049,https://www.airbnb.com/rooms/1298465939349554049,95.8k,303,95.5k,66,477.6,
1375879861023651339,https://www.airbnb.com/rooms/1375879861023651339,99.4k,208,95.3k,66,690.7,
1343176696751697723,https://www.airbnb.com/rooms/1343176696751697723,108.3k,188,95.1k,43,1.2k,
1124555651025277553,https://www.airbnb.com/rooms/1124555651025277553,94.9k,326,94.9k,52,564.7,
1266466195601001739,https://www.airbnb.com/rooms/1266466195601001739,94.8k,287,94.8k,56,588.6,
930111200440707011,https://www.airbnb.com/rooms/930111200440707011,163.2k,233,94.5k,57,716.3,
1114914055383806629,https://www.airbnb.com/rooms/1114914055383806629,132.2k,242,94.4k,59,664.9,
1165717965914658766,https://www.airbnb.com/rooms/1165717965914658766,97.4k,289,94k,73,445.5,
1194822692651290051,https://www.airbnb.com/rooms/1194822692651290051,131.7k,272,93.7k,74,464.1,
1057264144583249873,https://www.airbnb.com/rooms/1057264144583249873,111.5k,273,93.6k,61,563.7,
29949472,https://www.airbnb.com/rooms/29949472,169.2k,229,93.3k,68,598,
938168199976906346,https://www.airbnb.com/rooms/938168199976906346,95k,314,93.1k,65,456.6,
1208027685114069202,https://www.airbnb.com/rooms/1208027685114069202,127.1k,235,92.9k,71,556,
1076718389176330262,https://www.airbnb.com/rooms/1076718389176330262,135.8k,274,92.7k,41,827.5,
909246867181026503,https://www.airbnb.com/rooms/909246867181026503,154.4k,235,92.5k,66,600.6,
709266300792096864,https://www.airbnb.com/rooms/709266300792096864,148.4k,212,92.2k,51,845.7,
1290466090017628989,https://www.airbnb.com/rooms/1290466090017628989,91.9k,261,91.9k,64,550.4,
1355897162134214305,https://www.airbnb.com/rooms/1355897162134214305,92.3k,226,91.9k,82,496.5,
1203545433765711879,https://www.airbnb.com/rooms/1203545433765711879,122.8k,205,91.8k,78,577.4,
1034589717460451490,https://www.airbnb.com/rooms/1034589717460451490,130.3k,231,91.7k,81,490.5,
1352607239180527266,https://www.airbnb.com/rooms/1352607239180527266,92.1k,223,91.4k,60,687.6,
348254252,,92.1k,225,91.4k,64,630.6,
52438126,https://www.airbnb.com/rooms/52438126,134.1k,266,91.3k,54,634.3,
1277413339497780091,https://www.airbnb.com/rooms/1277413339497780091,121.7k,256,91.3k,67,533.9,
1120885682848519259,https://www.airbnb.com/rooms/1120885682848519259,91.1k,206,91.1k,70,628.4,
944534214996174874,https://www.airbnb.com/rooms/944534214996174874,156.9k,207,90.9k,71,622.3,
1304091380790258114,https://www.airbnb.com/rooms/1304091380790258114,113.2k,213,90.8k,77,556.9,
1298450666287494856,https://www.airbnb.com/rooms/1298450666287494856,99.6k,270,90.6k,64,521,
1300453175014009672,https://www.airbnb.com/rooms/1300453175014009672,90.5k,304,90.5k,75,395,
1363068506613385865,https://www.airbnb.com/rooms/1363068506613385865,94.7k,214,90.1k,80,527,
1323367599213660330,https://www.airbnb.com/rooms/1323367599213660330,109.4k,211,89.8k,68,627.9,
826611337832435503,https://www.airbnb.com/rooms/826611337832435503,124.8k,191,89.6k,63,740.9,
988818235102879581,https://www.airbnb.com/rooms/988818235102879581,157k,228,89.6k,59,669,
1052649336123299035,https://www.airbnb.com/rooms/1052649336123299035,139.6k,196,89.4k,71,638.3,
1034593587619988731,https://www.airbnb.com/rooms/1034593587619988731,154.2k,202,89.1k,55,802.6,
1299894527776267563,https://www.airbnb.com/rooms/1299894527776267563,90.3k,285,89k,74,423.8,
1085973458865317962,https://www.airbnb.com/rooms/1085973458865317962,176.3k,196,88.8k,80,565.5,
485548552,,139.1k,238,88.7k,44,853.4,
1271809623361331742,https://www.airbnb.com/rooms/1271809623361331742,105.4k,256,88.5k,53,655.9,
1142775530959277121,https://www.airbnb.com/rooms/1142775530959277121,89.1k,223,88.5k,58,680.5,
1307715520704299243,https://www.airbnb.com/rooms/1307715520704299243,114.2k,204,88.5k,64,680.5,
1228401585278958147,https://www.airbnb.com/rooms/1228401585278958147,120k,205,88.5k,70,618.6,
1082364086299356919,https://www.airbnb.com/rooms/1082364086299356919,144.5k,232,88.4k,75,508.2,
1357083282392974731,https://www.airbnb.com/rooms/1357083282392974731,94k,225,88.4k,83,472.8,
544777868787554969,https://www.airbnb.com/rooms/544777868787554969,150.7k,194,88.4k,52,875,
1347224157371271931,https://www.airbnb.com/rooms/1347224157371271931,98k,228,88.3k,78,496.3,
1299898767294575202,https://www.airbnb.com/rooms/1299898767294575202,92.2k,286,88.2k,66,466.9,
1299893043704976670,https://www.airbnb.com/rooms/1299893043704976670,92.5k,252,88.2k,67,519,
1091133674302098146,https://www.airbnb.com/rooms/1091133674302098146,113.9k,253,88.2k,48,723,
1057013646430559347,https://www.airbnb.com/rooms/1057013646430559347,142.3k,191,88.2k,62,747,2
1108477833212014013,https://www.airbnb.com/rooms/1108477833212014013,141k,210,87.9k,86,488.3,
1054857355479939966,https://www.airbnb.com/rooms/1054857355479939966,171k,209,87.4k,78,536.5,
1055457746403157672,https://www.airbnb.com/rooms/1055457746403157672,117.6k,267,87.4k,63,517.3,
1325931861313527003,https://www.airbnb.com/rooms/1325931861313527003,87.4k,252,87.4k,69,505.2,
1037531528740256091,https://www.airbnb.com/rooms/1037531528740256091,134.4k,203,87.4k,77,560.1,
1434723324843831154,https://www.airbnb.com/rooms/1434723324843831154,102k,247,87.2k,47,758.5,
1299846495604134842,https://www.airbnb.com/rooms/1299846495604134842,102.6k,254,87.1k,74,463.3,
702618921046015429,https://www.airbnb.com/rooms/702618921046015429,107.1k,200,86.9k,69,630,
1370975075355947873,https://www.airbnb.com/rooms/1370975075355947873,240.1k,197,86.5k,40,1.1k,
1013524997172383709,https://www.airbnb.com/rooms/1013524997172383709,149.6k,198,86.5k,70,626.5,
1012199573410212355,https://www.airbnb.com/rooms/1012199573410212355,116k,197,86.2k,86,510,
1146934929061924003,https://www.airbnb.com/rooms/1146934929061924003,140.5k,194,86.2k,64,694.9,
1032339326572452171,https://www.airbnb.com/rooms/1032339326572452171,114.5k,204,85.7k,94,448.6,
1269445694694336193,https://www.airbnb.com/rooms/1269445694694336193,114.3k,239,85.7k,64,559.9,
1277412207804454703,https://www.airbnb.com/rooms/1277412207804454703,142.6k,197,85.4k,82,527.2,
918659257567356327,https://www.airbnb.com/rooms/918659257567356327,125.4k,238,85.2k,87,411.7,
1178069962444435871,https://www.airbnb.com/rooms/1178069962444435871,110.9k,215,85k,71,559.3,
1298961539630873740,https://www.airbnb.com/rooms/1298961539630873740,127.6k,196,84.5k,61,710,
1299900071899364828,https://www.airbnb.com/rooms/1299900071899364828,91.2k,271,84.4k,66,474.1,
1041922164573276885,https://www.airbnb.com/rooms/1041922164573276885,122.6k,190,84k,85,518.5,
1125995862812857141,https://www.airbnb.com/rooms/1125995862812857141,131.6k,225,84k,54,688.4,
1104476630653363499,https://www.airbnb.com/rooms/1104476630653363499,140.7k,181,83.7k,81,569.4,
1298446290525430607,https://www.airbnb.com/rooms/1298446290525430607,84.8k,295,83.7k,60,472.8,
1197782142986717110,https://www.airbnb.com/rooms/1197782142986717110,103.8k,183,83.2k,52,867.1,
1313385263109636075,https://www.airbnb.com/rooms/1313385263109636075,133.8k,201,82.7k,62,667.3,
1049000841051081827,https://www.airbnb.com/rooms/1049000841051081827,94k,189,82.4k,66,664.4,
1336246697943816649,https://www.airbnb.com/rooms/1336246697943816649,100.6k,206,82.2k,89,448.9,
47048328,https://www.airbnb.com/rooms/47048328,134.2k,202,81.7k,70,575.7,
1273089735417567183,https://www.airbnb.com/rooms/1273089735417567183,82.8k,293,81.7k,67,417.1,
889623404472030264,https://www.airbnb.com/rooms/889623404472030264,115k,248,81.6k,79,414.3,
775166536091223460,https://www.airbnb.com/rooms/775166536091223460,126k,182,81.3k,79,564.8,
1173833930004026757,https://www.airbnb.com/rooms/1173833930004026757,104.7k,195,81.3k,94,442,
1342587333881288129,https://www.airbnb.com/rooms/1342587333881288129,115.1k,192,81.1k,55,772.4,
1275574537495725388,https://www.airbnb.com/rooms/1275574537495725388,108k,212,81k,55,698.7,
1206455163225260630,https://www.airbnb.com/rooms/1206455163225260630,93.1k,186,80.9k,83,525.4,
1025031305462015165,https://www.airbnb.com/rooms/1025031305462015165,121.6k,207,80.6k,67,579.8,1
42367679,https://www.airbnb.com/rooms/42367679,117.9k,245,80.6k,58,563.5,
1356478875105549183,https://www.airbnb.com/rooms/1356478875105549183,95k,189,80.3k,43,991.2,
962835686234757759,https://www.airbnb.com/rooms/962835686234757759,86.8k,264,80.1k,69,440.1,
1299889763461575136,https://www.airbnb.com/rooms/1299889763461575136,89k,261,80k,64,482,
1082499123566509169,https://www.airbnb.com/rooms/1082499123566509169,154k,196,79.8k,59,688.1,
1141864131639219028,https://www.airbnb.com/rooms/1141864131639219028,146.3k,191,79.7k,82,507.4,
1313613037911486641,https://www.airbnb.com/rooms/1313613037911486641,85.1k,260,79.6k,71,432.5,
1357031833015666621,https://www.airbnb.com/rooms/1357031833015666621,79.5k,226,79.5k,92,382.3,
1274409590834248439,https://www.airbnb.com/rooms/1274409590834248439,125.1k,199,79.5k,85,467.7,
1294102279674419451,https://www.airbnb.com/rooms/1294102279674419451,84.9k,199,79.4k,54,741.6,
1051507802052967045,https://www.airbnb.com/rooms/1051507802052967045,123.6k,203,79.2k,58,676.9,
811969861714905913,https://www.airbnb.com/rooms/811969861714905913,120.3k,232,79k,53,647.6,
901413027144404538,https://www.airbnb.com/rooms/901413027144404538,97.5k,297,78.7k,61,432.5,
1290343221019091280,https://www.airbnb.com/rooms/1290343221019091280,78.6k,204,78.6k,51,748.5,
1249934705644418873,https://www.airbnb.com/rooms/1249934705644418873,90.7k,282,78.4k,60,461.3,
29446853,https://www.airbnb.com/rooms/29446853,172.2k,185,78.2k,45,942.1,
1351348986833655213,https://www.airbnb.com/rooms/1351348986833655213,79.6k,210,78.1k,94,394.5,
679279117291453706,https://www.airbnb.com/rooms/679279117291453706,126.3k,240,78.1k,50,650.8,
1233137856402076447,https://www.airbnb.com/rooms/1233137856402076447,106.5k,228,77.9k,64,533.6,
611308436503293330,https://www.airbnb.com/rooms/611308436503293330,152.4k,199,77.9k,62,628,
998248599299737396,https://www.airbnb.com/rooms/998248599299737396,77.9k,331,77.9k,69,340,2
1237734739083954597,https://www.airbnb.com/rooms/1237734739083954597,140.9k,192,77.7k,81,501.6,1
1242299254064433198,https://www.airbnb.com/rooms/1242299254064433198,108.5k,272,77.5k,44,645.7,
1358675235996932418,https://www.airbnb.com/rooms/1358675235996932418,78.3k,221,77.3k,90,390.4,
1321640931731823281,https://www.airbnb.com/rooms/1321640931731823281,77k,182,77k,73,579.3,
1274653150986975544,https://www.airbnb.com/rooms/1274653150986975544,77k,317,76.8k,51,471,
891790154199378828,https://www.airbnb.com/rooms/891790154199378828,110.4k,256,76.7k,80,374.2,
1380313771987317231,https://www.airbnb.com/rooms/1380313771987317231,76.8k,189,76.5k,85,478.2,
1162113698088479118,https://www.airbnb.com/rooms/1162113698088479118,111.3k,232,76k,74,444.3,
801089878706249390,https://www.airbnb.com/rooms/801089878706249390,173.8k,181,75.4k,42,992.3,
51031773,https://www.airbnb.com/rooms/51031773,89.2k,193,75.1k,34,1.2k,
1160845562279460486,https://www.airbnb.com/rooms/1160845562279460486,111.5k,250,75k,69,433.7,
1090207147543938827,https://www.airbnb.com/rooms/1090207147543938827,118.7k,184,74.8k,59,692.1,
1232316574036439909,https://www.airbnb.com/rooms/1232316574036439909,115.4k,247,74.6k,48,627,
1299198809268065123,https://www.airbnb.com/rooms/1299198809268065123,101.5k,199,74.5k,69,543.6,
1086773590579666370,https://www.airbnb.com/rooms/1086773590579666370,119.5k,228,74.4k,63,520,
1299956164416148630,https://www.airbnb.com/rooms/1299956164416148630,108.4k,192,74.1k,76,511.2,
1299897736903894894,https://www.airbnb.com/rooms/1299897736903894894,87.8k,249,73.8k,65,458.6,
1013470839214403541,https://www.airbnb.com/rooms/1013470839214403541,124.6k,205,73.7k,67,538.1,
1338985191922606874,https://www.airbnb.com/rooms/1338985191922606874,86.8k,213,73.7k,59,589.7,
1234648210614374480,https://www.airbnb.com/rooms/1234648210614374480,120.8k,218,73.4k,80,421.9,
1287047272968491235,https://www.airbnb.com/rooms/1287047272968491235,98.3k,223,73.4k,72,458.8,
1291926146874182899,https://www.airbnb.com/rooms/1291926146874182899,92.7k,235,73.3k,49,637.1,
1054728438086163135,https://www.airbnb.com/rooms/1054728438086163135,84.1k,255,72.4k,80,356.9,
697608692134469988,https://www.airbnb.com/rooms/697608692134469988,72.3k,192,72.3k,42,892.2,
1178895745506654926,https://www.airbnb.com/rooms/1178895745506654926,87.4k,275,71.9k,65,403.8,
1096136125241315581,https://www.airbnb.com/rooms/1096136125241315581,89.1k,211,71.7k,56,602.6,
1231999279893607912,https://www.airbnb.com/rooms/1231999279893607912,113.5k,215,71.6k,58,573,
1078020629559945800,https://www.airbnb.com/rooms/1078020629559945800,107.7k,210,71.3k,49,692.7,1
1202907800286630679,https://www.airbnb.com/rooms/1202907800286630679,141.1k,190,71.3k,80,469.3,
746023183687538110,https://www.airbnb.com/rooms/746023183687538110,124.1k,195,71.2k,45,809.1,1
1076687569032579460,https://www.airbnb.com/rooms/1076687569032579460,170.5k,191,71k,61,612,
1034652198346113846,https://www.airbnb.com/rooms/1034652198346113846,101.5k,221,70.5k,71,446,
1223023239700857885,https://www.airbnb.com/rooms/1223023239700857885,70.4k,254,70.4k,50,554.5,
868269190154349609,https://www.airbnb.com/rooms/868269190154349609,70.2k,204,70.2k,29,1.2k,
1299895779886356721,https://www.airbnb.com/rooms/1299895779886356721,77.5k,243,69.5k,60,479.4,
1254919250662039140,https://www.airbnb.com/rooms/1254919250662039140,91.3k,250,69.3k,56,491.7,
868932645483364522,https://www.airbnb.com/rooms/868932645483364522,69.3k,204,69.3k,30,1.1k,
901801209605472748,https://www.airbnb.com/rooms/901801209605472748,96.2k,233,69.1k,61,487,
1232464987605611462,https://www.airbnb.com/rooms/1232464987605611462,108.7k,182,69.1k,64,590.8,
1251830389920822392,https://www.airbnb.com/rooms/1251830389920822392,69.8k,185,68.5k,63,585.6,
1189114674586066843,https://www.airbnb.com/rooms/1189114674586066843,110.3k,193,67.7k,52,670.3,
998248555044924787,https://www.airbnb.com/rooms/998248555044924787,67.1k,353,67.1k,59,324.2,
1307715002804140531,https://www.airbnb.com/rooms/1307715002804140531,103.2k,196,66.7k,54,629.7,
1232352330648851589,https://www.airbnb.com/rooms/1232352330648851589,110.4k,190,66.1k,56,617.5,
1196870760196120668,https://www.airbnb.com/rooms/1196870760196120668,91.9k,210,65.8k,35,901,
605587731481361069,https://www.airbnb.com/rooms/605587731481361069,129.4k,234,65.6k,45,618.6,
1121875871279191296,https://www.airbnb.com/rooms/1121875871279191296,65.2k,190,65.2k,28,1.2k,
1239750397410713136,https://www.airbnb.com/rooms/1239750397410713136,68.7k,205,64.7k,54,582.9,
1053397967484761275,https://www.airbnb.com/rooms/1053397967484761275,115.5k,198,64.2k,60,544.2,
1318610257390581717,https://www.airbnb.com/rooms/1318610257390581717,63.3k,264,63.3k,62,385.9,
1178225483583415584,https://www.airbnb.com/rooms/1178225483583415584,88.5k,233,63k,71,379.4,
1090433379192419624,https://www.airbnb.com/rooms/1090433379192419624,69.5k,187,62.7k,38,883.2,
732651517654816388,https://www.airbnb.com/rooms/732651517654816388,89.8k,218,62.6k,72,401,
1299199902396217301,https://www.airbnb.com/rooms/1299199902396217301,94.9k,204,62k,53,574.5,
1129004269501556286,https://www.airbnb.com/rooms/1129004269501556286,62k,204,62k,50,601.9,
1252811631502103877,https://www.airbnb.com/rooms/1252811631502103877,64.4k,248,61.7k,51,490,
1275588529963831372,https://www.airbnb.com/rooms/1275588529963831372,93.5k,192,61.7k,41,781.4,
1309131780851428717,https://www.airbnb.com/rooms/1309131780851428717,61.7k,226,61.7k,50,541.3,
1078063303098174984,https://www.airbnb.com/rooms/1078063303098174984,61.7k,223,61.7k,30,907.2,
1128065741388551863,https://www.airbnb.com/rooms/1128065741388551863,117.4k,189,60.6k,36,891.5,
1299896815088980391,https://www.airbnb.com/rooms/1299896815088980391,73.8k,219,60.4k,63,440.9,
1259275511477677492,https://www.airbnb.com/rooms/1259275511477677492,81.5k,191,59.6k,65,476.8,
1276664792894749924,https://www.airbnb.com/rooms/1276664792894749924,66.3k,219,59.2k,42,650.8,
1214405782785075374,https://www.airbnb.com/rooms/1214405782785075374,94.1k,181,59.1k,62,527.8,
1325314175386698236,https://www.airbnb.com/rooms/1325314175386698236,80.8k,225,57.1k,64,399.6,
21626081,https://www.airbnb.com/rooms/21626081,62.5k,215,57k,71,372.7,
1310585679598601744,https://www.airbnb.com/rooms/1310585679598601744,66.9k,215,55.8k,49,526.8,1
1363447610368406143,https://www.airbnb.com/rooms/1363447610368406143,66.8k,189,55.2k,63,463.9,
1349018120653232292,https://www.airbnb.com/rooms/1349018120653232292,56.6k,229,54.8k,71,336.4,
1375180964741036553,https://www.airbnb.com/rooms/1375180964741036553,53.9k,195,53.9k,60,461,
42527110,https://www.airbnb.com/rooms/42527110,71.9k,184,53k,63,457,
1318724474118143468,https://www.airbnb.com/rooms/1318724474118143468,73.5k,182,52.5k,61,473.1,
1114314938414103841,https://www.airbnb.com/rooms/1114314938414103841,86.6k,191,52.1k,50,543,
1230144136004738382,https://www.airbnb.com/rooms/1230144136004738382,88.9k,219,50.3k,42,540.4,
1370097812181872868,https://www.airbnb.com/rooms/1370097812181872868,49k,194,47.2k,32,761.6,
